DATAFLOW,LAST UPDATE,freq,duration,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Ireland,2020,13.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Ireland,2021,13.4,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Ireland,2022,15.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Ireland,2023,14.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Ireland,2024,13.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Ireland,2025,13.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2016,16.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2017,17.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2018,16.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2019,13.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2020,12.4,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2021,15.3,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2022,17.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2023,16.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Iceland,2024,17.4,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2016,9.4,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2017,10.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2018,9.9,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2019,10.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2020,9.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2021,10.1,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2022,10.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2023,10.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2024,8.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Italy,2025,6.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2016,20.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2017,19.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2018,20.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2019,21.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2020,20.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2021,10.0,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2022,13.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2023,12.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2024,13.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Lithuania,2025,12.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2016,10.8,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2017,12.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2018,12.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2019,12.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2020,11.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2021,11.3,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2022,12.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2023,11.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2024,12.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Luxembourg,2025,12.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2016,14.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2017,15.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2018,15.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2019,15.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2020,13.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2021,13.2,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2022,11.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2023,11.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2024,10.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Latvia,2025,12.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Montenegro,2016,14.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Montenegro,2017,12.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Montenegro,2018,13.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Montenegro,2019,13.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Montenegro,2020,9.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2016,11.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2017,10.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2018,12.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2019,12.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2020,10.4,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2021,9.7,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2022,10.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2023,11.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2024,10.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,North Macedonia,2025,9.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2016,11.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2017,12.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2018,13.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2019,11.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2020,9.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2021,11.5,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2022,12.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2023,13.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2024,11.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Malta,2025,10.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2016,13.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2017,13.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2018,14.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2019,14.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2020,12.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2021,14.7,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2022,16.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2023,16.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2024,15.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Netherlands,2025,14.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2016,12.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2017,12.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2018,13.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2019,13.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2020,13.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2021,10.4,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2022,16.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2023,16.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2024,11.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Norway,2025,10.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2016,11.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2017,11.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2018,10.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2019,10.1,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2020,8.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2021,8.2,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2022,8.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2023,7.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2024,8.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Poland,2025,8.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2016,14.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2017,14.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2018,15.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2019,15.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2020,12.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2021,11.8,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2022,13.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2023,14.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2024,13.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Portugal,2025,12.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2016,5.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2017,6.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2018,5.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2019,5.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2020,4.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2021,6.6,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2022,5.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2023,6.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2024,5.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Romania,2025,4.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2016,13.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2017,15.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2018,15.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2019,14.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2020,13.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2021,13.5,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2022,13.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2023,13.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2024,12.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Serbia,2025,11.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2016,18.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2017,19.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2018,18.5,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2019,18.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2020,16.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2021,14.8,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2022,17.4,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2023,16.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2024,14.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Sweden,2025,14.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2016,10.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2017,13.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2018,10.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2019,10.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2020,10.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2021,10.1,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2022,9.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2023,8.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2024,9.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovenia,2025,8.4,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2016,11.7,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2017,11.8,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2018,10.3,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2019,9.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2020,8.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2021,7.2,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2022,7.1,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2023,6.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2024,6.6,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Slovakia,2025,6.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2016,24.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2017,24.9,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2018,26.0,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2019,23.5,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2020,22.2,,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2021,24.2,b,
ESTAT:LFSA_EGAD(1.0),17/04/26 11:00:00,Annual,From 0 to 11 months,Males,From 20 to 64 years,Percentage,Türkiye,2022,25.0,,
