"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2024",37.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2023",39.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2023",37.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2022",40.1,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2022",37.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2021",39.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2021",37.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2020",40.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2020",38.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2019",40.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2019",38.02,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2018",40.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2018",37.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2017",40.43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2017",37.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2016",40.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2016",38.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Male","2015",40.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Czechia","LFS - Labour Force Sample Survey","Mean weekly hours usually worked per employee by sex","Female","2015",38.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",37.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",30.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",37.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",30.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",37.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",30.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",37.94,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",30.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",37.93,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",30.41,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",37.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",30.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",37.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",30.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",38.1,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",30.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",38.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",30.25,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",38.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Germany","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",30.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Djibouti","HS - Djiboutian Household Survey","Mean weekly hours usually worked per employee by sex","Male","2017",36.26,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Djibouti","HS - Djiboutian Household Survey","Mean weekly hours usually worked per employee by sex","Female","2017",33.94,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",34.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",30.77,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",34.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",31.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",35.13,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",31.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",35.21,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",31.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",34.21,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",31.09,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",34.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",30.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",34.43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",30.9,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",34.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",30.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",34.23,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",30.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",34.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Denmark","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",30.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2025",45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2025",40.54,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",45.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",40.39,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",45.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",40.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",45.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",40.84,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",45.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",40.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",44.84,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",39.93,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",45.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",39.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",45.8,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",39.68,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",46.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",39.67,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",46.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",40.01,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",47.24,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",39.97,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2025",38.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2025",36.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2024",38.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2024",36.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2023",39.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2023",36.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2022",39.63,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2022",37.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2021",39.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2021",37.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2020",39.3,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2020",37.65,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2019",40.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2019",38.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2018",41.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2018",38.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2017",41.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2017",38.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2016",41.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2016",38.25,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Male","2015",41.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","LFS - National Survey on Employment, Unemployment and Underemployment","Mean weekly hours usually worked per employee by sex","Female","2015",39.15,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2025",39.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2025",35.65,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",38.44,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",34.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",38.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",34.43,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",38.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",34.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",38.45,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",33.94,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",38.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",34.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",38.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",33.78,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",38.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",33.83,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",38.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",33.9,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",38.88,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",33.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",39.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",33.68,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",38.7,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",36.58,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",38.67,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",36.47,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",38.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",36.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",39.06,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",36.59,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",39.11,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",36.87,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",39.26,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",36.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",39.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",37.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",39.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",37.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",39.53,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",37.16,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",39.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Estonia","LFS - Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",37.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2024",36.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2024",33.81,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2023",36.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2023",33.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2022",36.4,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2022",32.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2021",37.02,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2021",33.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2020",37.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2020",34.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2019",37.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2019",34.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2018",37.79,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2018",34.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2017",37.76,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2017",34.37,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2016",37.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2016",34.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Male","2015",37.62,,,"Repository: ILO-STATISTICS - Micro data processing"
"Finland","LFS - EU Labour Force Survey","Mean weekly hours usually worked per employee by sex","Female","2015",34.61,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Mean weekly hours usually worked per employee by sex","Male","2024",43.19,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","LFS - Employment, Unemployment Survey","Mean weekly hours usually worked per employee by sex","Female","2024",41.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Male","2024",37.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Female","2024",34.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Male","2023",37.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Female","2023",34.35,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Male","2022",38.07,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Female","2022",34.38,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Male","2021",38.03,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Female","2021",34.1,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Male","2020",38.46,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","LFS - Employment Survey","Mean weekly hours usually worked per employee by sex","Female","2020",34.51,,,"Repository: ILO-STATISTICS - Micro data processing"
